alpha3,name,country_code,year,fb,pop,fb_share,refugee,disp,imm,disp_share
NA,High-income countries,1503,2019,175811829,1258043422,13.975020728656535,4734790,NA,175811829,NA
NA,Middle-income countries,1517,1990,65124366,3936199003,1.6544988185395362,12615251,NA,65124366,NA
NA,Middle-income countries,1517,1995,61040029,4261803682.999999,1.432258112767697,10285011,NA,61040029,NA
NA,Middle-income countries,1517,2000,61158978,4567891022.000001,1.3388887279806911,10700261,NA,61158978,NA
NA,Middle-income countries,1517,2005,61623367,4860123887.999999,1.267938192936863,8665149,NA,61623367,NA
NA,Middle-income countries,1517,2010,65980003,5153738141,1.2802358442526078,10718934,NA,65980003,NA
NA,Middle-income countries,1517,2015,76123099,5460515622.000001,1.3940643021568482,16988481,NA,76123099,NA
NA,Middle-income countries,1517,2019,82237681,5696667251.000004,1.443610401951489,18498707,NA,82237681,NA
NA,Upper-middle-income countries,1502,1990,33285549,2056240383.9999995,1.6187576734219031,6347793,NA,33285549,NA
NA,Upper-middle-income countries,1502,1995,33494586,2181157455.9999995,1.5356335650075146,5911636,NA,33494586,NA
NA,Upper-middle-income countries,1502,2000,34642477,2285144597,1.515986211353084,5619443,NA,34642477,NA
NA,Upper-middle-income countries,1502,2005,36657488,2376344673,1.5425997927195472,4630073,NA,36657488,NA
NA,Upper-middle-income countries,1502,2010,40238761,2466363519,1.6315016294238336,5295219,NA,40238761,NA
NA,Upper-middle-income countries,1502,2015,49653277,2566519320.9999995,1.93465432321988,11118899,NA,49653277,NA
NA,Upper-middle-income countries,1502,2019,54279436,2638958413.0000005,2.056850753411247,11347870,NA,54279436,NA
NA,Lower-middle-income countries,1501,1990,31838817,1879958619,1.6935913736726778,6267458,NA,31838817,NA
NA,Lower-middle-income countries,1501,1995,27545443,2080646227.0000005,1.32388883042922,4373375,NA,27545443,NA
NA,Lower-middle-income countries,1501,2000,26516501,2282746425.0000014,1.1616051923068935,5080818,NA,26516501,NA
NA,Lower-middle-income countries,1501,2005,24965879,2483779214.9999995,1.0051569338058095,4035076,NA,24965879,NA
NA,Lower-middle-income countries,1501,2010,25741242,2687374621.999999,0.9578583420886382,5423715,NA,25741242,NA
NA,Lower-middle-income countries,1501,2015,26469822,2893996301,0.9146460204822494,5869582,NA,26469822,NA
NA,Lower-middle-income countries,1501,2019,27958245,3057708837.9999995,0.9143527549957,7150837,NA,27958245,NA
NA,Low-income countries,1500,1990,9790238,350700956.99999994,2.7916199840880394,4227808,NA,9790238,NA
NA,Low-income countries,1500,1995,10577086,404386570,2.615587851990238,4640754,NA,10577086,NA
NA,Low-income countries,1500,2000,8975609,461021001.0000001,1.9468980763416455,2782032,NA,8975609,NA
NA,Low-income countries,1500,2005,8969212,527685616.00000006,1.6997264522745676,2375076,NA,8969212,NA
NA,Low-income countries,1500,2010,10040501,603339574,1.6641542230412356,3019596,NA,10040501,NA
NA,Low-income countries,1500,2015,11869725,682575718.9999999,1.7389609195870037,4363518,NA,11869725,NA
NA,Low-income countries,1500,2019,13072099,755849769.0000004,1.7294572990734083,5478028,NA,13072099,NA
NA,No income group available,1518,1990,294001,1875695.9999995306,15.674235057283994,6601,NA,NA,NA
NA,No income group available,1518,1995,353168,2056251.000003249,17.175335112271895,3301,NA,NA,NA
NA,No income group available,1518,2000,424127,2263476.9999972195,18.7378533115433,0,NA,NA,NA
NA,No income group available,1518,2005,479265,2502644.0000006696,19.150346593437654,0,NA,NA,NA
NA,No income group available,1518,2010,478829,2650827.000006102,18.063381729509235,14,NA,NA,NA
NA,No income group available,1518,2015,501890,2771058.0000026384,18.11185475004573,0,NA,NA,NA
NA,No income group available,1518,2019,520496,2907658.000002615,17.90086729593136,1,NA,NA,NA
NA,Africa,903,1990,15689666,630349639,2.4890417998637107,5697283,NA,15689666,NA
NA,Africa,903,1995,16357077,717270078,2.2804627575723297,5952996,NA,16357077,NA
NA,Africa,903,2000,15051677,810984226.0000001,1.8559765427546058,3698535,NA,15051677,NA
NA,Africa,903,2005,15969835,916154288,1.7431381601523435,2941924,NA,15969835,NA
NA,Africa,903,2010,17804198,1039304033,1.7130885125700268,2726187,NA,17804198,NA
NA,Africa,903,2015,23476251,1182438784,1.9854094197234993,6186607,NA,23476251,NA
NA,Africa,903,2019,26529334,1308064195,2.028137005921181,7299284,NA,26529334,NA
NA,Asia,935,1990,48209949,3226098962.0000005,1.4943729119243305,10038834,NA,48209949,NA
NA,Asia,935,1995,46418044,3493086982.9999995,1.3288545125244595,7952442,NA,46418044,NA
NA,Asia,935,2000,49394322,3741263381,1.3202578105259573,9185166,NA,49394322,NA
NA,Asia,935,2005,53439306,3977986502,1.343375749845619,8121643,NA,53439306,NA
NA,Asia,935,2010,65938712,4209593693,1.5663913624169334,10545376,NA,65938712,NA
NA,Asia,935,2015,77231760,4433475358,1.742013967905311,14453065,NA,77231760,NA
NA,Asia,935,2019,83559197,4601371198,1.8159629685238012,16013658,NA,83559197,NA
NA,Europe,908,1990,49608231,720858449.9999999,6.881826938423211,1323376,NA,49608231,NA
NA,Europe,908,1995,53489829,726994464,7.357666619040444,3016710,NA,53489829,NA
NA,Europe,908,2000,56858788,725558036.0000002,7.836559610511982,2472899,NA,56858788,NA
NA,Europe,908,2005,63594822,729287846.0000001,8.720126401228958,1862341,NA,63594822,NA
NA,Europe,908,2010,70678025,736412989.0000001,9.597607056873894,1750314,NA,70678025,NA
NA,Europe,908,2015,75008219,743059034.9999999,10.094516783582344,2820482,NA,75008219,NA
NA,Europe,908,2019,82304539,747182750.9999998,11.015315716248383,3595669,NA,82304539,NA
NA,Latin America and the Caribbean,904,1990,7161371,442840060.99999994,1.6171461506505396,1197274,NA,7161371,NA
NA,Latin America and the Caribbean,904,1995,6688710,483018265.00000006,1.3847737207204782,352309,NA,6688710,NA
NA,Latin America and the Caribbean,904,2000,6570729,521836304.00000006,1.2591552081819128,44176,NA,6570729,NA
NA,Latin America and the Caribbean,904,2005,7224942,557501031.9999999,1.2959513230102866,53436,NA,7224942,NA
NA,Latin America and the Caribbean,904,2010,8262433,591352388,1.3972097124599756,394300,NA,8262433,NA
NA,Latin America and the Caribbean,904,2015,9441679,623934168.0000001,1.5132492311272172,415459,NA,9441679,NA
NA,Latin America and the Caribbean,904,2019,11673288,648120957.0000001,1.8010971368728625,607263,NA,11673288,NA
NA,Northern America,905,1990,27610408,279785259,9.868428414950909,610144,NA,27610408,NA
NA,Northern America,905,1995,33340948,294453542,11.322990979677193,775419,NA,33340948,NA
NA,Northern America,905,2000,40351694,312426773,12.915568538679622,1019706,NA,40351694,NA
NA,Northern America,905,2005,45363257,327287151,13.860384332655943,696254,NA,45363257,NA
NA,Northern America,905,2010,50970861,343287419,14.847867465833346,426384,NA,50970861,NA
NA,Northern America,905,2015,55633443,357031048,15.58224230403626,714900,NA,55633443,NA
NA,Northern America,905,2019,58647822,366600964.00000006,15.997727163641608,1086344,NA,58647822,NA
NA,Oceania,909,1990,4731848,27298690,17.333608316003442,110670,NA,4731848,NA
NA,Oceania,909,1995,5022287,29389647.000000004,17.08862648129118,92440,NA,5022287,NA
NA,Oceania,909,2000,5361231,31425103.000000004,17.060345036896138,83235,NA,5361231,NA
NA,Oceania,909,2005,6023412,33690208,17.87882105091189,82168,NA,6023412,NA
NA,Oceania,909,2010,7127680,36873081,19.33030765723103,37794,NA,7127680,NA
NA,Oceania,909,2015,8069944,39858746,20.24635697269553,60487,NA,8069944,NA
NA,Oceania,909,2019,8927925,42128034.99999999,21.19236038424294,109308,NA,8927925,NA
NA,SUB-SAHARAN AFRICA,947,1990,13286341,490604827.9999999,2.7081553710270465,4494798,NA,13286341,NA
NA,SUB-SAHARAN AFRICA,947,1995,14275437,560759432,2.545732837535223,5076802,NA,14275437,NA
NA,SUB-SAHARAN AFRICA,947,2000,13151229,639661377.0000001,2.0559673403573338,3080836,NA,13151229,NA
NA,SUB-SAHARAN AFRICA,947,2005,14222466,729733018,1.948995817536106,2583693,NA,14222466,NA
NA,SUB-SAHARAN AFRICA,947,2010,15855936,836363760.0000001,1.895818154531229,2329503,NA,15855936,NA
NA,SUB-SAHARAN AFRICA,947,2015,21337333,958577179.0000001,2.225937928363721,5469929,NA,21337333,NA
NA,SUB-SAHARAN AFRICA,947,2019,23573485,1066283426.9999999,2.210808533930257,5932280,NA,23573485,NA
NA,Eastern Africa,910,1990,5959183,197168375,3.022382773099388,3177187,NA,5959183,NA
NA,Eastern Africa,910,1995,4977644,223934219,2.22281526344127,2028623,NA,4977644,NA
NA,Eastern Africa,910,2000,4847119,257353363.99999997,1.8834488598330505,1696779,NA,4847119,NA
NA,Eastern Africa,910,2005,4762817,295185416.9999999,1.61350010051479,1438330,NA,4762817,NA
NA,Eastern Africa,910,2010,4757899,339317833,1.4021953865301269,1080283,NA,4757899,NA
NA,Eastern Africa,910,2015,6716524,389671274.99999994,1.7236384693739617,2638662,NA,6716524,NA
NA,Eastern Africa,910,2019,7908176,433904943,1.822559555400133,3829905,NA,7908176,NA
BDI,Burundi,108,1990,333110,5438957,6.124519829812958,267929,337118,333110,0.0619821042894805
BDI,Burundi,108,1995,254853,5987043,4.2567424352890075,173017,540567,254853,0.0902894801323458
BDI,Burundi,108,2000,125628,6378871,1.9694394196088933,27136,758674,125628,0.11893546679341846
BDI,Burundi,108,2005,172874,7364862,2.3472809130707404,20681,619478,172874,0.08411264189335795
BDI,Burundi,108,2010,235259,8675602,2.7117311282836623,29365,284587,235259,0.03280314149957548
BDI,Burundi,108,2015,289810,10160030,2.8524522073261593,47805,462053,289810,0.045477523196289775
BDI,Burundi,108,2019,321018,11530580,2.7840576970109048,65911,624032,321018,0.054119740724230696
COM,Comoros,174,1990,14079,411594,3.4206037988891964,0,40083,14079,0.09738480152771907
COM,Comoros,174,1995,13939,475394,2.9320942207936995,5,51292,13939,0.1078936629406345
COM,Comoros,174,2000,13799,542357,2.54426512426317,10,70503,13799,0.1299937126283979
COM,Comoros,174,2005,13209,611627,2.159649590354906,5,96158,13209,0.15721673503622305
COM,Comoros,174,2010,12618,689692,1.829512304042964,0,109067,12618,0.15813870539313202
COM,Comoros,174,2015,12555,777424,1.6149488567371215,0,116052,12555,0.14927761427483588
COM,Comoros,174,2019,12504,850886,1.469527057678702,0,120298,12504,0.1413796912864943
DJI,Djibouti,262,1990,122221,590398,20.70145901578257,54508,5308,122221,0.008990545360926019
DJI,Djibouti,262,1995,99774,630388,15.827395191532833,27310,6964,99774,0.01104716460338712
DJI,Djibouti,262,2000,100507,717584,14.006304488394392,23257,9055,100507,0.012618731744297531
DJI,Djibouti,262,2005,92091,783254,11.757488630763456,10456,12339,92091,0.015753510355516857
DJI,Djibouti,262,2010,101575,840198,12.089412257586902,15104,13832,101575,0.016462786152787796
DJI,Djibouti,262,2015,112351,913993,12.292326090024758,22006,17079,112351,0.01868613873410409
DJI,Djibouti,262,2019,115341,973560,11.847343769259215,26895,18677,115341,0.019184231069476972
ERI,Eritrea,232,1990,11848,2258653,0.5245604349140838,0,170603,11848,0.07553307214521221
ERI,Eritrea,232,1995,12400,2204222,0.5625567660607688,1083,375258,12400,0.17024510235357418
ERI,Eritrea,232,2000,12952,2292416,0.5649934392361595,1984,511508,12952,0.22313053128228036
ERI,Eritrea,232,2005,14314,2826659,0.5063928829052249,4418,294519,14314,0.1041933250526505
ERI,Eritrea,232,2010,15676,3170435,0.4944431915494246,4809,320659,15676,0.10114037979015499
ERI,Eritrea,232,2015,15941,3342818,0.4768731052662753,2550,587393,15941,0.1757179122524768
ERI,Eritrea,232,2019,16101,3497117,0.4604078159238023,2392,751539,16101,0.2149024467868819
ETH,Ethiopia,231,1990,1155390,47887865,2.412698916520918,741965,1689955,1155390,0.03528983804143283
ETH,Ethiopia,231,1995,806904,57047908,1.4144322347455756,393479,816429,806904,0.014311287278054087
ETH,Ethiopia,231,2000,611384,66224804,0.9231948802747683,197959,445891,611384,0.006732990859436896
ETH,Ethiopia,231,2005,514242,76346311,0.673564961115148,100817,522889,514242,0.00684890983141281
ETH,Ethiopia,231,2010,568748,87639964,0.6489596458528897,155323,664819,568748,0.00758579727394685
ETH,Ethiopia,231,2015,1161642,100835458,1.1520173786486894,738217,781487,1161642,0.007750120994144738
ETH,Ethiopia,231,2019,1253083,112078730,1.1180381861928663,891990,871874,1253083,0.007779120980403686
KEN,Kenya,404,1990,298089,23724579,1.2564564370141194,14249,250340,298089,0.010551925916156404
KEN,Kenya,404,1995,618745,27768296,2.228242597241113,234665,277660,618745,0.009999173157762364
KEN,Kenya,404,2000,707852,31964557,2.2144902555665014,214819,317453,707852,0.00993140621345073
KEN,Kenya,404,2005,773354,36624895,2.1115528112776842,267731,358521,773354,0.009788997347296149
KEN,Kenya,404,2010,954925,42030676,2.271971547638206,430871,438479,954925,0.010432356595930078
KEN,Kenya,404,2015,1126886,47878336,2.3536448718685627,593881,484859,1126886,0.01012689747613618
KEN,Kenya,404,2019,1044854,52573973,1.9873978327641322,488368,525543,1044854,0.009996258034369973
MDG,Madagascar,450,1990,23917,11598633,0.20620533471487548,0,59424,23917,0.005123362382446276
MDG,Madagascar,450,1995,21177,13475400,0.1571530344182733,0,67333,21177,0.004996734790803983
MDG,Madagascar,450,2000,23541,15766806,0.14930734861581985,50,77098,23541,0.0048898933620417475
MDG,Madagascar,450,2005,26058,18336724,0.1421082631772175,0,148827,26058,0.008116335284317962
MDG,Madagascar,450,2010,28905,21151640,0.13665607016760878,0,160871,28905,0.007605604104457149
MDG,Madagascar,450,2015,32075,24234088,0.13235488787529368,22,175650,32075,0.007248054888634555
MDG,Madagascar,450,2019,34934,26969307,0.12953243477854287,86,184776,34934,0.00685134401117537
MWI,Malawi,454,1990,1127724,9404500,11.991323302674251,874614,143437,1127724,0.01525195385187942
MWI,Malawi,454,1995,241624,9844415,2.4544272056795653,1018,150826,241624,0.015320971332476334
MWI,Malawi,454,2000,232620,11148758,2.086510443584837,3900,186231,232620,0.016704192520817118
MWI,Malawi,454,2005,221661,12625952,1.7555983105273962,4240,221368,221661,0.01753277693436503
MWI,Malawi,454,2010,217722,14539612,1.497440234306115,5740,255164,217722,0.01754957422522692
MWI,Malawi,454,2015,232803,16745303,1.3902585101028033,23489,303275,232803,0.01811104881171753
MWI,Malawi,454,2019,247652,18628747,1.329407715934947,34973,324543,247652,0.017421622613694846
MUS,Mauritius,480,1990,3613,1055868,0.34218292438069914,0,110708,3613,0.10485022749055753
MUS,Mauritius,480,1995,7493,1128673,0.6638769599343654,0,114074,7493,0.1010691316262549
MUS,Mauritius,480,2000,15543,1185145,1.311485092541419,0,119005,15543,0.10041387340789523
MUS,Mauritius,480,2005,19647,1222003,1.6077701936901956,0,130695,19647,0.10695145592932259
MUS,Mauritius,480,2010,24836,1247955,1.9901358622706748,0,148643,24836,0.11910926275386532
MUS,Mauritius,480,2015,28585,1259456,2.2696306976980543,0,173047,28585,0.13739821002083438
MUS,Mauritius,480,2019,28849,1269668,2.272168787431045,0,188406,28849,0.14838997281179017
MYT,Mayotte,175,1990,15229,94784,16.067057731262658,0,1835,15229,0.0193598075624578
MYT,Mayotte,175,1995,26316,123181,21.363684334434694,0,3937,26316,0.0319610978965912
MYT,Mayotte,175,2000,45474,150331,30.249249988359026,0,6215,45474,0.04134210508810558
MYT,Mayotte,175,2005,63176,178098,35.47260497029725,0,6469,63176,0.03632269873889656
MYT,Mayotte,175,2010,72757,208718,34.85899634914095,0,6327,72757,0.030313628915570292
MYT,Mayotte,175,2015,73992,240020,30.827431047412716,0,6518,73992,0.02715607032747271
MYT,Mayotte,175,2019,74643,266150,28.045463084726663,0,6617,74643,0.024861919969941762
MOZ,Mozambique,508,1990,122332,12987292,0.9419361634434645,420,2222369,122332,0.17111873668506106
MOZ,Mozambique,508,1995,168256,15483286,1.0866943877417234,128,812715,168256,0.05248982677191392
MOZ,Mozambique,508,2000,195702,17711927,1.1049164780320064,207,644467,195702,0.03638604653237335
MOZ,Mozambique,508,2005,264679,20493925,1.2914997981109038,1954,663147,264679,0.03235822322956681
MOZ,Mozambique,508,2010,306471,23531574,1.3023820675998978,9991,798225,306471,0.033921445288785185
MOZ,Mozambique,508,2015,321794,27042002,1.1899784638726083,20447,927817,321794,0.034310218599939456
MOZ,Mozambique,508,2019,334665,30366036,1.1021030206247533,23651,1013421,334665,0.03337350321260239
REU,Réunion,638,1990,57210,610582,9.369748862560638,0,3087,57210,0.005055831976704193
REU,Réunion,638,1995,77159,673541,11.455724298891974,0,2624,77159,0.003895828167847243
REU,Réunion,638,2000,100678,736710,13.665892956522919,0,2362,100678,0.0032061462447910303
REU,Réunion,638,2005,115076,791598,14.53717669827362,0,2559,115076,0.0032327014469465563
REU,Réunion,638,2010,123029,830519,14.813508179824904,0,2773,123029,0.0033388760522035017
REU,Réunion,638,2015,127209,863363,14.734126896797752,0,3069,127209,0.0035547041047624232
REU,Réunion,638,2019,129153,888927,14.529089565284888,0,3237,129153,0.003641468872022112
RWA,Rwanda,646,1990,160024,7288882,2.1954532944832965,23601,547718,160024,0.07514430882541383
RWA,Rwanda,646,1995,215735,5836495,3.6963108852145,7792,2060366,215735,0.3530142662676829
RWA,Rwanda,646,2000,347076,7933681,4.3747158475365975,30118,318203,347076,0.04010786418057394
RWA,Rwanda,646,2005,423187,8840215,4.787066830388175,49507,285203,423187,0.03226199815275986
RWA,Rwanda,646,2010,426901,10039338,4.252282371606574,55688,331087,426901,0.032978967338284655
RWA,Rwanda,646,2015,514647,11369071,4.526728701052179,145151,512700,514647,0.045096032912451685
RWA,Rwanda,646,2019,539932,12626950,4.276028653000131,171414,499213,539932,0.03953551728643893
SYC,Seychelles,690,1990,3721,70570,5.272778801190308,0,35633,3721,0.5049312739124274
SYC,Seychelles,690,1995,5148,76649,6.7163302848047595,0,27798,5148,0.36266617959790737
SYC,Seychelles,690,2000,6574,80996,8.116450195071362,0,19244,6574,0.23759197985085684
SYC,Seychelles,690,2005,8997,88648,10.149129139969316,0,23290,8997,0.2627244833498782
SYC,Seychelles,690,2010,11420,91264,12.513148667601683,0,25978,11420,0.28464673913043476
SYC,Seychelles,690,2015,12791,94978,13.467329276253448,0,28302,12791,0.29798479647918463
SYC,Seychelles,690,2019,12926,97739,13.225017649044904,0,29921,12926,0.3061316362966677
SOM,Somalia,706,1990,478294,7225092,6.6199018642253975,460000,848067,478294,0.11737802093039092
SOM,Somalia,706,1995,19527,7491637,0.26065064284348,626,968967,19527,0.12933982252476994
SOM,Somalia,706,2000,20097,8872254,0.22651515612605316,568,1006139,20097,0.11340286245186398
SOM,Somalia,706,2005,20670,10446863,0.19785843846138312,493,1101320,20670,0.10542112019656044
SOM,Somalia,706,2010,48106,12043883,0.3994226778855291,26048,1589706,48106,0.13199281328123164
SOM,Somalia,706,2015,40990,13797201,0.297089242955872,18201,1968265,40990,0.14265683307795546
SOM,Somalia,706,2019,52131,15442905,0.3375724968844916,29231,2068097,52131,0.13391890968700512
SSD,South Sudan,728,1990,NA,5492623,NA,NA,514943,NA,0.09375174666093049
SSD,South Sudan,728,1995,NA,5118083,NA,NA,438044,NA,0.08558751391878561
SSD,South Sudan,728,2000,NA,6199394,NA,NA,342628,NA,0.05526798264475528
SSD,South Sudan,728,2005,NA,7535932,NA,NA,243075,NA,0.03225546621174395
SSD,South Sudan,728,2010,257905,9508364,2.7124014183722878,27173,403896,257905,0.042477969922060196
SSD,South Sudan,728,2015,844122,10715658,7.877463054531977,263865,1061417,844122,0.09905289997123835
SSD,South Sudan,728,2019,865552,11062113,7.824472593979107,285295,2585218,865552,0.23370019814478482
UGA,Uganda,800,1990,544273,17354392,3.1362262647979833,145718,311602,544273,0.017955224245251578
UGA,Uganda,800,1995,606987,20413152,2.9735094315664727,229350,361975,606987,0.017732440340423664
UGA,Uganda,800,2000,584280,23650172,2.4705105738765876,239095,517778,584280,0.021893202298909283
UGA,Uganda,800,2005,593308,27684585,2.1430987677799758,259065,557901,593308,0.020152044901521914
UGA,Uganda,800,2010,492930,32428167,1.5200674154663134,156605,700398,492930,0.02159844557356572
UGA,Uganda,800,2015,851175,38225453,2.2267231208482996,512966,746157,851175,0.01951989947640385
UGA,Uganda,800,2019,1734166,44269594,3.9172846265542893,1395115,748489,1734166,0.016907518962112008
TZA,United Republic of Tanzania,834,1990,574025,25203845,2.277529480124957,265184,203070,574025,0.008057103985522843
TZA,United Republic of Tanzania,834,1995,1106043,29649135,3.7304393534583724,829671,229169,1106043,0.007729365460408879
TZA,United Republic of Tanzania,834,2000,949600,33499180,2.834696252266473,702282,215469,949600,0.006432067889422965
TZA,United Republic of Tanzania,834,2005,771153,38450320,2.005582788387717,549131,234991,771153,0.0061115486165004606
TZA,United Republic of Tanzania,834,2010,309847,44346525,0.6986951063245654,110533,263122,309847,0.005933317210311293
TZA,United Republic of Tanzania,834,2015,384567,51482633,0.7469839392247091,213995,303603,384567,0.005897192554234746
TZA,United Republic of Tanzania,834,2019,509166,58005463,0.8777897350806423,352700,322834,509166,0.005565579228287515
ZMB,Zambia,894,1990,279463,8036845,3.4772724869025096,138049,85203,279463,0.010601548244367038
ZMB,Zambia,894,1995,244338,9096607,2.6860344741726228,129965,140898,244338,0.015489071914396213
ZMB,Zambia,894,2000,343703,10415944,3.299777725379476,251199,160206,343703,0.015380843061368225
ZMB,Zambia,894,2005,252895,11856247,2.1330105555324548,155864,180995,252895,0.01526579194917245
ZMB,Zambia,894,2010,149962,13605984,1.1021768069108415,48182,208307,149962,0.01530995479636019
ZMB,Zambia,894,2015,132107,15879361,0.8319415371940974,28858,261849,132107,0.01648989527979117
ZMB,Zambia,894,2019,170249,17861030,0.9531869102733717,45936,317444,170249,0.017772995174410434
ZWE,Zimbabwe,716,1990,634621,10432421,6.083161329474721,190950,204365,634621,0.01958941265886413
ZWE,Zimbabwe,716,1995,431226,11410714,3.7791324889923628,514,288001,431226,0.025239524888626602
ZWE,Zimbabwe,716,2000,410109,11881477,3.451666825597525,4195,351996,410109,0.029625609677988687
ZWE,Zimbabwe,716,2005,402226,12076699,3.330595554298405,13968,499882,402226,0.04139227118271309
ZWE,Zimbabwe,716,2010,398307,12697723,3.136837998434838,4851,715395,398307,0.056340416309286316
ZWE,Zimbabwe,716,2015,400482,13814629,2.8989703596093674,7209,844419,400482,0.061124985694512676
ZWE,Zimbabwe,716,2019,411257,14645468,2.8080837020708382,15948,941690,411257,0.06429907190401836
NA,Middle Africa,911,1990,1461155,70855105,2.0621732195584217,447234,NA,1461155,NA
NA,Middle Africa,911,1995,2662490,83775157.99999999,3.1781378436791496,1545096,NA,2662490,NA
NA,Middle Africa,911,2000,1775284,96115539,1.84703120688945,608840,NA,1775284,NA
NA,Middle Africa,911,2005,1958781,112008261,1.7487826188105893,659946,NA,1958781,NA
NA,Middle Africa,911,2010,2430300,131622126.00000001,1.8464220825607995,809445,NA,2430300,NA
NA,Middle Africa,911,2015,3494415,154203218.99999997,2.2661102813943206,1224909,NA,3494415,NA
NA,Middle Africa,911,2019,3785279,174308432,2.1715983309401805,1431395,NA,3785279,NA
AGO,Angola,24,1990,33517,11848386,0.28288241115709767,12000,824942,33517,0.06962484172949801
AGO,Angola,24,1995,39813,13945206,0.28549596183806825,11404,688660,39813,0.04938327909964184
AGO,Angola,24,2000,46108,16395473.000000002,0.28122396956769713,12579,913314,46108,0.05570525473708504
AGO,Angola,24,2005,61329,19433602,0.3155822579879942,13867,716506,61329,0.0368694388204513
AGO,Angola,24,2010,332126,23356246,1.4220007787210327,15155,660056,332126,0.028260363416278456
AGO,Angola,24,2015,632178,27884381,2.267140159933979,45698,644666,632178,0.023119250880986025
AGO,Angola,24,2019,669479,31825295,2.1036065808659434,71270,661602,669479,0.020788558283591715
CMR,Cameroon,120,1990,265967,11780088,2.2577675141306246,49876,115853,265967,0.009834646396529466
CMR,Cameroon,120,1995,244791,13599988,1.7999354117077164,45781,138948,244791,0.010216773720682694
CMR,Cameroon,120,2000,227242,15513945,1.4647596082105487,45313,164302,227242,0.010590600907763951
CMR,Cameroon,120,2005,265503,17733410,1.497190895603271,58808,221292,265503,0.012478818230673063
CMR,Cameroon,120,2010,291474,20341241,1.4329214230341205,106658,279448,291474,0.01373800153097837
CMR,Cameroon,120,2015,508346,23298368,2.181895315586053,348346,352061,508346,0.015110972579710304
CMR,Cameroon,120,2019,505692,25876380,1.9542609901384966,343120,383102,505692,0.014805084791613046
CAF,Central African Republic,140,1990,67234,2806734,2.3954532207184576,3389,46362,67234,0.016518131037711447
CAF,Central African Republic,140,1995,99712,3222656,3.0940938157842472,33856,49210,99712,0.015270013305794972
CAF,Central African Republic,140,2000,123529,3640427,3.3932557911475767,55661,55418,123529,0.01522293950682159
CAF,Central African Republic,140,2005,94449,4038382,2.338783205749233,24569,131396,94449,0.032536793200841324
CAF,Central African Republic,140,2010,93466,4386768,2.130634672268969,21574,245925,93466,0.05606063507347551
CAF,Central African Republic,140,2015,81598,4493170,1.8160452420006366,7694,685848,81598,0.15264234382407077
CAF,Central African Republic,140,2019,90649,4745185,1.9103364779244643,10611,767889,90649,0.16182488143244153
TCD,Chad,148,1990,74342,5963252,1.246668763956311,0,336802,74342,0.05647958530010135
TCD,Chad,148,1995,89584,7010145,1.2779193583014332,100,223106,89584,0.03182616051451147
TCD,Chad,148,2000,104825,8355654,1.2545397403961436,17692,206069,104825,0.024662222729663053
TCD,Chad,148,2005,352062,10096633,3.486924799584178,275412,210455,352062,0.0208440774266035
TCD,Chad,148,2010,416924,11952136,3.4882802538391466,347939,202288,416924,0.016924840881997995
TCD,Chad,148,2015,466968,14110975,3.3092539672134635,372438,192152,466968,0.013617202213170953
TCD,Chad,148,2019,512230,15946876,3.2121024832700775,412100,206406,512230,0.012943350158363306
COG,Congo,178,1990,129391,2356737,5.49026047454595,2990,96372,129391,0.04089213179069196
COG,Congo,178,1995,191635,2707537,7.077834947407922,19404,115684,191635,0.04272665525900477
COG,Congo,178,2000,305880,3127411,9.780614060639936,124068,135247,305880,0.043245675096749356
COG,Congo,178,2005,318724,3622775,8.797786227408547,69561,172360,318724,0.04757678851156917
COG,Congo,178,2010,425173,4273731,9.948520391199166,138636,181070,425173,0.042368132201114204
COG,Congo,178,2015,390142,4856095,8.03406852625412,49297,226756,390142,0.046695132611697256
COG,Congo,178,2019,402142,5380508,7.474052635922111,55576,239407,402142,0.04449524096981177
COD,Democratic Republic of the Congo,180,1990,754194,34612023,2.1789942760641297,378562,436526,754194,0.012611975902130887
COD,Democratic Republic of the Congo,180,1995,1816963,41576234,4.370196203917844,1433760,559836,1816963,0.013465288847469926
COD,Democratic Republic of the Congo,180,2000,744387,47105826,1.580244023318899,332509,862051,744387,0.018300305359256412
COD,Democratic Republic of the Congo,180,2005,622869,54785903,1.13691472786348,204341,1115397,622869,0.020359197146024955
COD,Democratic Republic of the Congo,180,2010,588950,64563854,0.9121977135999348,166336,1282572,588950,0.01986517099800145
COD,Democratic Republic of the Congo,180,2015,824492,76244544,1.0813783606601413,398552,1519230,824492,0.019925753638188198
COD,Democratic Republic of the Congo,180,2019,963833,86790567,1.1105273687173862,537893,1684715,963833,0.019411268508016544
GNQ,Equatorial Guinea,226,1990,2740,419188,0.6536446654007271,0,36178,2740,0.08630495147761863
GNQ,Equatorial Guinea,226,1995,3629,496768,0.7305220948209226,0,46414,3629,0.09343194408657562
GNQ,Equatorial Guinea,226,2000,4517,606181,0.7451569745670021,0,59932,4517,0.09886815984004778
GNQ,Equatorial Guinea,226,2005,6588,749535,0.8789449458664371,0,71834,6588,0.09583808628016037
GNQ,Equatorial Guinea,226,2010,8658,943639,0.9175118874908732,0,84400,8658,0.08944098325736854
GNQ,Equatorial Guinea,226,2015,209611,1168568,17.937424266281464,0,117022,209611,0.1001413696079304
GNQ,Equatorial Guinea,226,2019,227617,1355986,16.78608776196804,0,125670,227617,0.09267794800241301
